編號,地震時間,經度,緯度,規模,深度,位置,震度
小區域有感地震,2018/9/15 01:13,120.83,23.21,4.1,4.6,嘉義市政府東南方  48.9  公里 (位於高雄市桃源區)(高雄市桃源區),3
小區域有感地震,2018/9/16 03:01,121.48,23.83,2.9,8.2,花蓮縣政府西南方  22.9  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉),2
小區域有感地震,2018/9/17 01:17,121.27,23.66,3.4,10.9,花蓮縣政府西南方  51.4  公里 (位於花蓮縣萬榮鄉)(花蓮縣萬榮鄉),2
小區域有感地震,2018/9/18 04:08,122.24,24.07,4.8,34.6,花蓮縣政府東方  63.6  公里 (位於臺灣東部海域)(臺灣東部海域),4
97,2018/9/19 22:01,120.92,24.21,3.9,34.8,臺中市政府東偏北方  25.2  公里 (位於臺中市和平區)(臺中市和平區),2
小區域有感地震,2018/9/21 15:37,121.55,23.77,3.2,21,花蓮縣政府南偏西方  25.9  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉),4
小區域有感地震,2018/9/23 17:09,120.99,23.08,3.7,3.2,臺東縣政府北偏西方  39.2  公里 (位於臺東縣海端鄉)(臺東縣海端鄉),1
小區域有感地震,2018/9/25 20:27,122.63,24.81,4.7,126.4,宜蘭縣政府東方  87.8  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2018/9/29 15:08,121.83,24.68,3.8,63.2,宜蘭縣政府東南方  9.3  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
96,2018/9/29 19:52,121.84,24.67,5.3,63.2,宜蘭縣政府東南方  10.3  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
小區域有感地震,2018/9/30 16:27,121.76,24.45,2.8,6.8,宜蘭縣政府南方  31.2  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),5
小區域有感地震,2018/10/1 13:50,121.37,23.19,3.7,17.9,臺東縣政府北偏東方  53.1  公里 (位於臺東縣成功鎮)(臺東縣成功鎮),4
小區域有感地震,2018/10/1 14:03,121.49,23.93,3.1,17.9,花蓮縣政府西偏南方  15.4  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),2
小區域有感地震,2018/10/1 14:12,121.34,23.17,2.6,15.2,臺東縣政府北偏東方  50.0  公里 (位於臺東縣成功鎮)(臺東縣成功鎮),2
小區域有感地震,2018/10/3 17:30,121.5,22.01,3,19,臺東縣政府南偏東方  90.0  公里 (位於臺灣東南部海域)(臺灣東南部海域),3
小區域有感地震,2018/10/4 14:17,122.32,24.95,3.7,13.7,宜蘭縣政府東偏北方  60.8  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/10/5 10:27,122.32,24.95,3.8,12,宜蘭縣政府東偏北方  61.3  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2018/10/7 13:41,120.19,23.01,2.5,12.6,臺南市政府北偏東方  2.4  公里 (位於臺南市北區)(臺南市北區),3
小區域有感地震,2018/10/7 18:20,121.81,24.23,2.6,18,花蓮縣政府東北方  32.7  公里 (位於臺灣東部海域)(臺灣東部海域),2
111,2018/10/9 16:12,121.8,24.23,3.9,18.1,花蓮縣政府東北方  32.6  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/10/10 17:43,121.84,24.47,2.6,10.7,宜蘭縣政府南偏東方  29.8  公里 (位於宜蘭縣近海)(宜蘭縣近海),1
小區域有感地震,2018/10/10 21:51,120.45,22.39,4,30.6,屏東縣政府南方  32.3  公里 (位於屏東縣近海)(屏東縣近海),2
小區域有感地震,2018/10/16 23:32,121.84,24.54,2.4,8.7,宜蘭縣政府南偏東方  22.7  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),3
小區域有感地震,2018/10/18 18:11,120.88,22.34,2.3,9.8,臺東縣政府南偏西方  53.3  公里 (位於臺東縣大武鄉)(臺東縣大武鄉),4
小區域有感地震,2018/10/21 07:10,120.88,22.35,3.1,8.9,臺東縣政府西南方  52.6  公里 (位於臺東縣大武鄉)(臺東縣大武鄉),2
小區域有感地震,2018/10/23 12:34,121.69,24.01,3.9,36.3,花蓮縣政府東偏北方  7.1  公里 (位於花蓮縣近海)(花蓮縣近海),4
小區域有感地震,2018/10/24 00:04,121.17,22.11,4.2,48.6,臺東縣政府南方  71.7  公里 (位於臺灣東南部海域)(臺灣東南部海域),3
小區域有感地震,2018/10/25 03:34,121.66,23.71,3.5,38.4,花蓮縣政府南方  31.4  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/10/26 19:33,120.63,23.5,3.1,8.4,嘉義市政府東方  17.8  公里 (位於嘉義縣竹崎鄉)(嘉義縣竹崎鄉),4
小區域有感地震,2018/10/28 16:08,121.48,23.94,3.7,18.3,花蓮縣政府西偏南方  15.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),1
小區域有感地震,2018/10/31 05:44,120.96,24.49,2.9,5.3,苗栗縣政府東偏南方  16.3  公里 (位於苗栗縣泰安鄉)(苗栗縣泰安鄉),3
小區域有感地震,2018/10/31 08:11,120.34,23.12,2.8,15.6,臺南市政府東北方  21.2  公里 (位於臺南市山上區)(臺南市山上區),4
小區域有感地震,2018/11/2 01:32,122.31,24.72,4.6,100.5,宜蘭縣政府東方  55.6  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/11/2 04:07,120.18,23.01,2.5,12.4,臺南市政府北方  1.9  公里 (位於臺南市北區)(臺南市北區),2
小區域有感地震,2018/11/3 03:23,121.47,23.87,3.7,16.5,花蓮縣政府西南方  20.4  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉),2
小區域有感地震,2018/11/3 19:19,122.41,24.82,4.5,15.2,宜蘭縣政府東方  66.0  公里 (位於臺灣東部海域)(臺灣東部海域),1
小區域有感地震,2018/11/3 22:10,121.55,23.54,3.9,29.1,花蓮縣政府南方  50.1  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2018/11/5 08:40,120.47,23.12,3.4,15.5,臺南市政府東偏北方  32.2  公里 (位於臺南市玉井區)(臺南市玉井區),2
小區域有感地震,2018/11/6 22:52,120.2,23.01,3.5,13.3,臺南市政府東北方  2.3  公里 (位於臺南市北區)(臺南市北區),3
小區域有感地震,2018/11/8 05:05,120.2,23.01,2.7,14.2,臺南市政府北偏東方  2.9  公里 (位於臺南市北區)(臺南市北區),4
小區域有感地震,2018/11/8 14:05,120.2,23.01,3.4,14.1,臺南市政府北偏東方  2.1  公里 (位於臺南市北區)(臺南市北區),2
小區域有感地震,2018/11/9 05:28,120.7,23.11,3.8,5.9,高雄市政府東北方  66.9  公里 (位於高雄市六龜區)(高雄市六龜區),2
小區域有感地震,2018/11/9 14:59,120.66,22.65,3.8,27,屏東縣政府東方  18.5  公里 (位於屏東縣泰武鄉)(屏東縣泰武鄉),2
小區域有感地震,2018/11/10 09:51,121,23.98,3.6,16.2,南投縣政府東偏北方  32.6  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),3
116,2018/11/12 04:13,121.57,22.88,4.2,18.7,臺東縣政府東偏北方  45.3  公里 (位於臺灣東南部海域)(臺灣東南部海域),4
小區域有感地震,2018/11/15 12:59,121,23.98,3.7,16.3,南投縣政府東偏北方  32.3  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),3
小區域有感地震,2018/11/16 08:34,122.06,24.9,3.9,14.7,宜蘭縣政府東偏北方  35.3  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/11/16 10:01,121,24,3.4,16.7,南投縣政府東偏北方  33.0  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),2
小區域有感地震,2018/11/17 09:45,121,23.99,3.9,17,南投縣政府東偏北方  32.7  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),4
小區域有感地震,2018/11/18 19:29,121.51,23.73,2.1,7.6,花蓮縣政府南偏西方  31.0  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮),2
小區域有感地震,2018/11/19 14:19,121.89,24.45,2.9,21.9,宜蘭縣政府南偏東方  33.3  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
小區域有感地震,2018/11/19 22:40,121.01,24.02,2.5,17.8,南投縣政府東偏北方  35.3  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),2
小區域有感地震,2018/11/20 00:31,121.02,24.02,3.7,18.8,南投縣政府東偏北方  35.6  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),2
小區域有感地震,2018/11/21 09:32,121,24.01,2.3,16.8,南投縣政府東偏北方  33.6  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),4
115,2018/11/22 14:34,121,24.01,4.2,17.5,南投縣政府東偏北方  33.5  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),2
小區域有感地震,2018/11/23 21:57,121.01,24.01,3.2,17.1,南投縣政府東偏北方  34.2  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),1
小區域有感地震,2018/11/24 00:27,121.01,24.01,3.5,18.2,南投縣政府東偏北方  34.5  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),1
114,2018/11/25 17:20,121,24.02,5.1,19.2,南投縣政府東偏北方  34.5  公里 (位於南投縣仁愛鄉)(南投縣仁愛鄉),2
小區域有感地震,2018/11/26 07:57,121.03,23.99,3,15.4,南投縣政府東偏北方  36.3  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),5
小區域有感地震,2018/11/26 08:15,121.04,24,2.3,17.6,南投縣政府東偏北方  37.5  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),2
小區域有感地震,2018/11/26 20:50,121.01,23.99,2.7,17.2,南投縣政府東偏北方  33.5  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),4
小區域有感地震,2018/11/26 21:24,121.01,24.01,2.8,17.7,南投縣政府東偏北方  34.7  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),4
小區域有感地震,2018/11/27 18:29,121.01,24,3.2,17.9,南投縣政府東偏北方  34.3  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),2
小區域有感地震,2018/11/27 19:25,121.01,24.01,2.3,17.8,南投縣政府東偏北方  34.1  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),3
小區域有感地震,2018/11/28 01:27,121.45,23.89,2.9,18.3,花蓮縣政府西偏南方  21.0  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),2
小區域有感地震,2018/12/1 09:15,121.61,23.62,4.1,31.1,花蓮縣政府南方  41.0  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2018/12/4 12:17,121.85,24.42,3.6,17.1,宜蘭縣政府南偏東方  35.7  公里 (位於宜蘭縣近海)(宜蘭縣近海),4
小區域有感地震,2018/12/8 07:46,120.99,24.72,1.8,7.7,新竹縣政府南方  11.8  公里 (位於新竹縣寶山鄉)(新竹縣寶山鄉),3
小區域有感地震,2018/12/8 12:39,121.48,23.94,2.9,20.4,花蓮縣政府西偏南方  15.4  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),5
小區域有感地震,2018/12/9 00:07,120.7,23.18,3.8,10.3,高雄市政府東北方  73.6  公里 (位於高雄市那瑪夏區)(高雄市那瑪夏區),4
小區域有感地震,2018/12/9 22:06,121.73,24.43,3.4,8.4,宜蘭縣政府南方  33.8  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),3
小區域有感地震,2018/12/9 23:15,121.61,23.93,3.6,43.6,花蓮縣政府南偏西方  6.4  公里 (位於花蓮縣近海)(花蓮縣近海),3
121,2018/12/10 18:58,121.01,24.02,4.4,18.4,南投縣政府東偏北方  35.4  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),3
小區域有感地震,2018/12/11 19:08,121.39,24.83,3.2,10.6,桃園市政府南偏東方  20.5  公里 (位於桃園市復興區)(桃園市復興區),3
小區域有感地震,2018/12/12 19:37,120.79,24.24,3,11,臺中市政府東北方  15.9  公里 (位於臺中市新社區)(臺中市新社區),3
小區域有感地震,2018/12/12 21:24,120.19,23.02,2.7,14.6,臺南市政府北偏東方  3.6  公里 (位於臺南市北區)(臺南市北區),2
小區域有感地震,2018/12/14 04:56,121.62,23.62,3.6,32,花蓮縣政府南方  41.6  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2018/12/14 06:48,121.01,24,3.6,17.3,南投縣政府東偏北方  33.7  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),4
小區域有感地震,2018/12/15 10:33,122.26,24.04,4.6,44.7,花蓮縣政府東方  65.2  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2018/12/16 05:21,120.77,22.19,3,7.9,屏東縣政府南偏東方  61.5  公里 (位於屏東縣牡丹鄉)(屏東縣牡丹鄉),2
小區域有感地震,2018/12/17 10:24,120.77,22.19,2.9,7.1,屏東縣政府南偏東方  61.4  公里 (位於屏東縣牡丹鄉)(屏東縣牡丹鄉),4
120,2018/12/21 21:27,121.52,23.87,4.5,10.3,花蓮縣政府西南方  16.4  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉),6
119,2018/12/22 20:23,121.61,23.93,4.6,44.6,花蓮縣政府南方  6.3  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2018/12/22 22:47,120.2,23.02,2.9,13.7,臺南市政府北偏東方  3.6  公里 (位於臺南市北區)(臺南市北區),2
小區域有感地震,2018/12/23 02:28,120.99,24,3.5,17.5,南投縣政府東偏北方  32.1  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),4
118,2018/12/23 10:54,121.72,24.31,4.4,26.5,花蓮縣政府北偏東方  36.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),5
小區域有感地震,2018/12/25 11:43,120.98,24.71,2,10.4,新竹縣政府南偏西方  13.5  公里 (位於新竹縣峨眉鄉)(新竹縣峨眉鄉),3
小區域有感地震,2018/12/25 11:56,120.75,23.16,2.9,5.8,高雄市政府東北方  74.3  公里 (位於高雄市桃源區)(高雄市桃源區),4
小區域有感地震,2018/12/26 20:02,120.91,23.8,3.4,18.3,南投縣政府東偏南方  25.4  公里 (位於南投縣水里鄉)(南投縣水里鄉),2
小區域有感地震,2018/12/27 08:45,122.05,23.51,4.3,32.8,花蓮縣政府東南方  68.9  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2018/12/29 21:44,121.01,24.67,2.2,6.4,新竹縣政府南方  17.6  公里 (位於新竹縣峨眉鄉)(新竹縣峨眉鄉),3
小區域有感地震,2018/12/31 19:45,121.99,24.83,4.3,89.8,宜蘭縣政府東偏北方  25.9  公里 (位於臺灣東部海域)(臺灣東部海域),4
小區域有感地震,2019/1/1 14:48,121.86,24.41,3.7,23.8,宜蘭縣政府南偏東方  36.5  公里 (位於宜蘭縣近海)(宜蘭縣近海),3
8,2019/1/2 06:35,121.86,24.4,4,24.6,宜蘭縣政府南偏東方  37.8  公里 (位於宜蘭縣近海)(宜蘭縣近海),3
7,2019/1/2 14:58,120.59,21.81,5.1,46.8,高雄市政府南偏東方  94.1  公里 (位於臺灣南部海域)(臺灣南部海域),3
小區域有感地震,2019/1/2 20:27,121.77,24.47,3.2,7.6,宜蘭縣政府南方  29.1  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),4
小區域有感地震,2019/1/3 13:49,121.75,24.47,2.8,4.9,宜蘭縣政府南方  28.7  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),4
小區域有感地震,2019/1/4 02:02,120.94,22.85,3.5,9.6,臺東縣政府西偏北方  24.2  公里 (位於臺東縣延平鄉)(臺東縣延平鄉),3
6,2019/1/4 03:30,122.39,23.75,5.9,38.8,花蓮縣政府東偏南方  82.4  公里 (位於臺灣東部海域)(臺灣東部海域),4
小區域有感地震,2019/1/4 03:46,120.39,23.53,3.5,8.8,嘉義縣政府東北方  12.4  公里 (位於嘉義縣新港鄉)(嘉義縣新港鄉),4
小區域有感地震,2019/1/4 06:59,121.58,25.2,3.4,6.1,新北市政府北偏東方  24.2  公里 (位於新北市金山區)(新北市金山區),3
小區域有感地震,2019/1/7 13:19,121.59,25.2,2.9,4.6,新北市政府北偏東方  24.0  公里 (位於新北市金山區)(新北市金山區),3
小區域有感地震,2019/1/8 06:19,120.49,23.38,3.6,7.5,嘉義縣政府東偏南方  22.5  公里 (位於嘉義縣中埔鄉)(嘉義縣中埔鄉),3
小區域有感地震,2019/1/8 20:16,121.78,24.38,3.8,55.6,宜蘭縣政府南方  39.4  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),2
小區域有感地震,2019/1/9 21:44,121.44,23.14,3.6,10.8,臺東縣政府東北方  51.7  公里 (位於臺東縣近海)(臺東縣近海),4
小區域有感地震,2019/1/10 14:45,120.47,23.22,3.5,8.8,臺南市政府東北方  38.2  公里 (位於臺南市楠西區)(臺南市楠西區),2
小區域有感地震,2019/1/10 21:14,121.35,23.1,3.6,18.9,臺東縣政府北偏東方  43.6  公里 (位於臺東縣成功鎮)(臺東縣成功鎮),3
小區域有感地震,2019/1/10 21:35,120.16,22.93,2.1,11.8,臺南市政府南偏西方  7.7  公里 (位於臺南市近海)(臺南市近海),2
小區域有感地震,2019/1/11 11:24,121.18,24.89,3.1,9.5,桃園市政府西南方  16.6  公里 (位於桃園市龍潭區)(桃園市龍潭區),2
小區域有感地震,2019/1/11 20:59,121.17,24.89,2.3,9.1,桃園市政府西南方  16.9  公里 (位於桃園市龍潭區)(桃園市龍潭區),1
5,2019/1/14 02:28,121.39,22.23,5,21.5,臺東縣政府南偏東方  63.4  公里 (位於臺灣東南部海域)(臺灣東南部海域),5
小區域有感地震,2019/1/15 17:51,121.7,24.39,3.7,31.4,宜蘭縣政府南方  37.8  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),3
小區域有感地震,2019/1/16 04:28,121.7,24.39,3.7,30.6,宜蘭縣政府南方  38.0  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),3
小區域有感地震,2019/1/16 04:52,120.2,22.92,3.4,11.5,臺南市政府南偏東方  7.7  公里 (位於臺南市仁德區)(臺南市仁德區),4
小區域有感地震,2019/1/16 20:52,121.84,24.8,3.3,9.5,宜蘭縣政府東北方  10.9  公里 (位於宜蘭縣近海)(宜蘭縣近海),3
小區域有感地震,2019/1/18 02:50,121.89,24.45,3.8,12,宜蘭縣政府南偏東方  34.2  公里 (位於宜蘭縣近海)(宜蘭縣近海),3
小區域有感地震,2019/1/19 14:35,120.51,23.38,3.9,6.6,嘉義縣政府東偏南方  23.5  公里 (位於嘉義縣中埔鄉)(嘉義縣中埔鄉),3
小區域有感地震,2019/1/20 00:44,120.11,22.93,2.6,10.6,臺南市政府西南方  10.3  公里 (位於臺南市近海)(臺南市近海),2
小區域有感地震,2019/1/20 13:00,121.67,23.36,4,31.2,花蓮縣政府南方  70.4  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2019/1/21 08:04,121.81,24.45,3.9,7.4,宜蘭縣政府南方  31.1  公里 (位於宜蘭縣蘇澳鎮)(宜蘭縣蘇澳鎮),4
小區域有感地震,2019/1/21 15:29,121.81,24.45,4,7.6,宜蘭縣政府南方  31.1  公里 (位於宜蘭縣蘇澳鎮)(宜蘭縣蘇澳鎮),4
小區域有感地震,2019/1/21 17:42,121.44,23.7,3.2,12.9,花蓮縣政府南偏西方  36.9  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮),4
小區域有感地震,2019/1/22 11:19,121.21,22.93,4.3,28.5,臺東縣政府北偏東方  20.5  公里 (位於臺東縣東河鄉)(臺東縣東河鄉),3
小區域有感地震,2019/1/22 12:16,121.51,23.53,3.8,28.3,花蓮縣政府南偏西方  52.6  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2019/1/23 11:48,120.63,23.55,3,10,嘉義縣政府東偏北方  35.9  公里 (位於嘉義縣梅山鄉)(嘉義縣梅山鄉),2
小區域有感地震,2019/1/23 20:55,120.88,24.42,2.6,11,苗栗縣政府南偏東方  17.6  公里 (位於苗栗縣大湖鄉)(苗栗縣大湖鄉),2
小區域有感地震,2019/1/23 23:54,120.86,24.41,3.1,12.7,苗栗縣政府南偏東方  17.9  公里 (位於苗栗縣大湖鄉)(苗栗縣大湖鄉),2
小區域有感地震,2019/1/24 10:54,121.46,23.93,3.2,20.1,花蓮縣政府西偏南方  17.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),3
小區域有感地震,2019/1/24 15:14,120.82,24.24,2.6,8.1,臺中市政府東北方  17.9  公里 (位於臺中市東勢區)(臺中市東勢區),1
4,2019/1/26 15:23,121.53,23.24,5.4,34,臺東縣政府東北方  66.8  公里 (位於臺灣東部海域)(臺灣東部海域),4
3,2019/1/27 00:23,121.36,22.79,4.2,13.3,臺東縣政府東方  21.6  公里 (位於臺灣東南部海域)(臺灣東南部海域),3
小區域有感地震,2019/1/28 18:48,120.34,23.2,3,11.5,臺南市政府東北方  28.3  公里 (位於臺南市官田區)(臺南市官田區),4
2,2019/1/28 20:10,120.96,22.89,4.4,4.9,臺東縣政府西北方  24.8  公里 (位於臺東縣延平鄉)(臺東縣延平鄉),3
小區域有感地震,2019/1/30 03:47,120.96,22.88,3.8,5.7,臺東縣政府西北方  24.0  公里 (位於臺東縣延平鄉)(臺東縣延平鄉),2
小區域有感地震,2019/1/30 13:21,120.97,22.88,3.7,6.3,臺東縣政府西北方  23.7  公里 (位於臺東縣延平鄉)(臺東縣延平鄉),2
1,2019/1/30 16:31,120.97,22.9,4.9,4.8,臺東縣政府西北方  24.1  公里 (位於臺東縣延平鄉)(臺東縣延平鄉),4
小區域有感地震,2019/1/30 18:05,121.48,23.9,2.9,16.4,花蓮縣政府西偏南方  17.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),3
小區域有感地震,2019/1/30 20:00,121.91,24.72,3.9,80.1,宜蘭縣政府東方  14.8  公里 (位於宜蘭縣近海)(宜蘭縣近海),1
